"NUMERO";"LAMBX";"LAMBY";"DATE";"SWI_UNIF_MENS"
5754;357133;6572996;196001;0,973
5754;357133;6572996;196002;0,938
5754;357133;6572996;196003;0,886
5754;357133;6572996;196004;0,67
5754;357133;6572996;196005;0,431
5754;357133;6572996;196006;0,194
5754;357133;6572996;196007;0,072
5754;357133;6572996;196008;0,013
5754;357133;6572996;196009;0,116
5754;357133;6572996;196010;0,523
5754;357133;6572996;196011;1,039
5754;357133;6572996;196012;1,053
5754;357133;6572996;196101;1,079
5754;357133;6572996;196102;0,957
5754;357133;6572996;196103;0,748
5754;357133;6572996;196104;0,572
5754;357133;6572996;196105;0,446
5754;357133;6572996;196106;0,257
5754;357133;6572996;196107;0,115
5754;357133;6572996;196108;0,015
5754;357133;6572996;196109;-0,01
5754;357133;6572996;196110;0,174
5754;357133;6572996;196111;0,634
5754;357133;6572996;196112;0,947
5754;357133;6572996;196201;1,003
5754;357133;6572996;196202;0,887
5754;357133;6572996;196203;0,85
5754;357133;6572996;196204;0,858
5754;357133;6572996;196205;0,641
5754;357133;6572996;196206;0,293
5754;357133;6572996;196207;0,114
5754;357133;6572996;196208;0,015
5754;357133;6572996;196209;0,006
5754;357133;6572996;196210;0,063
5754;357133;6572996;196211;0,336
5754;357133;6572996;196212;0,548
5754;357133;6572996;196301;0,817
5754;357133;6572996;196302;0,87
5754;357133;6572996;196303;0,91
5754;357133;6572996;196304;0,907
5754;357133;6572996;196305;0,643
5754;357133;6572996;196306;0,485
5754;357133;6572996;196307;0,288
5754;357133;6572996;196308;0,259
5754;357133;6572996;196309;0,317
5754;357133;6572996;196310;0,222
5754;357133;6572996;196311;0,67
5754;357133;6572996;196312;0,875
5754;357133;6572996;196401;0,841
5754;357133;6572996;196402;0,864
5754;357133;6572996;196403;0,944
5754;357133;6572996;196404;0,865
5754;357133;6572996;196405;0,62
5754;357133;6572996;196406;0,475
5754;357133;6572996;196407;0,17
5754;357133;6572996;196408;0,021
5754;357133;6572996;196409;0,003
5754;357133;6572996;196410;0,247
5754;357133;6572996;196411;0,297
5754;357133;6572996;196412;0,447
5754;357133;6572996;196501;0,807
5754;357133;6572996;196502;0,889
5754;357133;6572996;196503;0,918
5754;357133;6572996;196504;0,78
5754;357133;6572996;196505;0,55
5754;357133;6572996;196506;0,358
5754;357133;6572996;196507;0,172
5754;357133;6572996;196508;0,358
5754;357133;6572996;196509;0,424
5754;357133;6572996;196510;0,621
5754;357133;6572996;196511;0,693
5754;357133;6572996;196512;1,036
5754;357133;6572996;196601;1,053
5754;357133;6572996;196602;1,038
5754;357133;6572996;196603;0,903
5754;357133;6572996;196604;0,819
5754;357133;6572996;196605;0,669
5754;357133;6572996;196606;0,478
5754;357133;6572996;196607;0,271
5754;357133;6572996;196608;0,163
5754;357133;6572996;196609;0,054
5754;357133;6572996;196610;0,431
5754;357133;6572996;196611;0,872
5754;357133;6572996;196612;1,031
5754;357133;6572996;196701;0,976
5754;357133;6572996;196702;0,933
5754;357133;6572996;196703;0,885
5754;357133;6572996;196704;0,806
5754;357133;6572996;196705;0,639
5754;357133;6572996;196706;0,529
5754;357133;6572996;196707;0,214
5754;357133;6572996;196708;0,106
5754;357133;6572996;196709;0,089
5754;357133;6572996;196710;0,202
5754;357133;6572996;196711;0,511
5754;357133;6572996;196712;0,666
5754;357133;6572996;196801;0,911
5754;357133;6572996;196802;0,961
5754;357133;6572996;196803;0,868
5754;357133;6572996;196804;0,808
5754;357133;6572996;196805;0,753
5754;357133;6572996;196806;0,387
5754;357133;6572996;196807;0,22
5754;357133;6572996;196808;0,149
5754;357133;6572996;196809;0,353
5754;357133;6572996;196810;0,526
5754;357133;6572996;196811;0,659
5754;357133;6572996;196812;0,795
5754;357133;6572996;196901;1,015
5754;357133;6572996;196902;0,962
5754;357133;6572996;196903;0,928
5754;357133;6572996;196904;0,818
5754;357133;6572996;196905;0,789
5754;357133;6572996;196906;0,605
5754;357133;6572996;196907;0,268
5754;357133;6572996;196908;0,095
5754;357133;6572996;196909;0,26
5754;357133;6572996;196910;0,209
5754;357133;6572996;196911;0,402
5754;357133;6572996;196912;0,787
5754;357133;6572996;197001;0,969
5754;357133;6572996;197002;1,057
5754;357133;6572996;197003;0,959
5754;357133;6572996;197004;0,881
5754;357133;6572996;197005;0,753
5754;357133;6572996;197006;0,336
5754;357133;6572996;197007;0,151
5754;357133;6572996;197008;0,058
5754;357133;6572996;197009;0,048
5754;357133;6572996;197010;0,032
5754;357133;6572996;197011;0,213
5754;357133;6572996;197012;0,485
5754;357133;6572996;197101;0,61
5754;357133;6572996;197102;0,828
5754;357133;6572996;197103;0,826
5754;357133;6572996;197104;0,685
5754;357133;6572996;197105;0,545
5754;357133;6572996;197106;0,519
5754;357133;6572996;197107;0,251
5754;357133;6572996;197108;0,101
5754;357133;6572996;197109;0,103
5754;357133;6572996;197110;0,168
5754;357133;6572996;197111;0,21
5754;357133;6572996;197112;0,371
5754;357133;6572996;197201;0,533
5754;357133;6572996;197202;0,858
5754;357133;6572996;197203;0,957
5754;357133;6572996;197204;0,8
5754;357133;6572996;197205;0,691
5754;357133;6572996;197206;0,489
5754;357133;6572996;197207;0,21
5754;357133;6572996;197208;0,209
5754;357133;6572996;197209;0,109
5754;357133;6572996;197210;0,08
5754;357133;6572996;197211;0,22
5754;357133;6572996;197212;0,48
5754;357133;6572996;197301;0,563
5754;357133;6572996;197302;0,741
5754;357133;6572996;197303;0,748
5754;357133;6572996;197304;0,571
5754;357133;6572996;197305;0,587
5754;357133;6572996;197306;0,381
5754;357133;6572996;197307;0,194
5754;357133;6572996;197308;0,075
5754;357133;6572996;197309;0,027
5754;357133;6572996;197310;0,203
5754;357133;6572996;197311;0,219
5754;357133;6572996;197312;0,493
5754;357133;6572996;197401;0,703
5754;357133;6572996;197402;0,939
5754;357133;6572996;197403;0,901
5754;357133;6572996;197404;0,773
5754;357133;6572996;197405;0,525
5754;357133;6572996;197406;0,238
5754;357133;6572996;197407;0,092
5754;357133;6572996;197408;0,005
5754;357133;6572996;197409;0,151
5754;357133;6572996;197410;0,308
5754;357133;6572996;197411;0,501
5754;357133;6572996;197412;0,704
5754;357133;6572996;197501;0,839
5754;357133;6572996;197502;0,949
5754;357133;6572996;197503;0,912
5754;357133;6572996;197504;0,885
5754;357133;6572996;197505;0,679
5754;357133;6572996;197506;0,382
5754;357133;6572996;197507;0,152
5754;357133;6572996;197508;0,023
5754;357133;6572996;197509;0,081
5754;357133;6572996;197510;0,171
5754;357133;6572996;197511;0,275
5754;357133;6572996;197512;0,579
5754;357133;6572996;197601;0,586
5754;357133;6572996;197602;0,734
5754;357133;6572996;197603;0,72
5754;357133;6572996;197604;0,604
5754;357133;6572996;197605;0,311
5754;357133;6572996;197606;0,101
5754;357133;6572996;197607;-0,005
5754;357133;6572996;197608;-0,017
5754;357133;6572996;197609;0,141
5754;357133;6572996;197610;0,372
5754;357133;6572996;197611;0,771
5754;357133;6572996;197612;1,037
5754;357133;6572996;197701;0,996
5754;357133;6572996;197702;1,109
5754;357133;6572996;197703;0,949
5754;357133;6572996;197704;0,874
5754;357133;6572996;197705;0,691
5754;357133;6572996;197706;0,605
5754;357133;6572996;197707;0,404
5754;357133;6572996;197708;0,186
5754;357133;6572996;197709;0,069
5754;357133;6572996;197710;0,102
5754;357133;6572996;197711;0,207
5754;357133;6572996;197712;0,413
5754;357133;6572996;197801;0,6
5754;357133;6572996;197802;0,942
5754;357133;6572996;197803;0,938
5754;357133;6572996;197804;0,834
5754;357133;6572996;197805;0,664
5754;357133;6572996;197806;0,369
5754;357133;6572996;197807;0,189
5754;357133;6572996;197808;0,105
5754;357133;6572996;197809;0,017
5754;357133;6572996;197810;-0,018
5754;357133;6572996;197811;-0,012
5754;357133;6572996;197812;0,22
5754;357133;6572996;197901;0,73
5754;357133;6572996;197902;0,993
5754;357133;6572996;197903;1
5754;357133;6572996;197904;0,953
5754;357133;6572996;197905;0,83
5754;357133;6572996;197906;0,691
5754;357133;6572996;197907;0,249
5754;357133;6572996;197908;0,13
5754;357133;6572996;197909;0,044
5754;357133;6572996;197910;0,129
5754;357133;6572996;197911;0,397
5754;357133;6572996;197912;0,628
5754;357133;6572996;198001;0,974
5754;357133;6572996;198002;0,964
5754;357133;6572996;198003;0,918
5754;357133;6572996;198004;0,786
5754;357133;6572996;198005;0,511
5754;357133;6572996;198006;0,308
5754;357133;6572996;198007;0,197
5754;357133;6572996;198008;0,067
5754;357133;6572996;198009;0,038
5754;357133;6572996;198010;0,242
5754;357133;6572996;198011;0,441
5754;357133;6572996;198012;0,598
5754;357133;6572996;198101;0,763
5754;357133;6572996;198102;0,783
5754;357133;6572996;198103;0,868
5754;357133;6572996;198104;0,749
5754;357133;6572996;198105;0,792
5754;357133;6572996;198106;0,746
5754;357133;6572996;198107;0,448
5754;357133;6572996;198108;0,19
5754;357133;6572996;198109;0,12
5754;357133;6572996;198110;0,499
5754;357133;6572996;198111;0,673
5754;357133;6572996;198112;0,898
5754;357133;6572996;198201;1,035
5754;357133;6572996;198202;0,932
5754;357133;6572996;198203;0,942
5754;357133;6572996;198204;0,703
5754;357133;6572996;198205;0,38
5754;357133;6572996;198206;0,219
5754;357133;6572996;198207;0,081
5754;357133;6572996;198208;0,043
5754;357133;6572996;198209;0,018
5754;357133;6572996;198210;0,446
5754;357133;6572996;198211;0,722
5754;357133;6572996;198212;1,061
5754;357133;6572996;198301;0,945
5754;357133;6572996;198302;0,904
5754;357133;6572996;198303;0,875
5754;357133;6572996;198304;0,95
5754;357133;6572996;198305;0,889
5754;357133;6572996;198306;0,543
5754;357133;6572996;198307;0,238
5754;357133;6572996;198308;0,115
5754;357133;6572996;198309;0,132
5754;357133;6572996;198310;0,098
5754;357133;6572996;198311;0,088
5754;357133;6572996;198312;0,303
5754;357133;6572996;198401;0,62
5754;357133;6572996;198402;0,911
5754;357133;6572996;198403;0,808
5754;357133;6572996;198404;0,731
5754;357133;6572996;198405;0,582
5754;357133;6572996;198406;0,511
5754;357133;6572996;198407;0,171
5754;357133;6572996;198408;0,101
5754;357133;6572996;198409;0,045
5754;357133;6572996;198410;0,313
5754;357133;6572996;198411;0,625
5754;357133;6572996;198412;0,965
5754;357133;6572996;198501;0,97
5754;357133;6572996;198502;0,991
5754;357133;6572996;198503;0,915
5754;357133;6572996;198504;0,904
5754;357133;6572996;198505;0,87
5754;357133;6572996;198506;0,658
5754;357133;6572996;198507;0,3
5754;357133;6572996;198508;0,163
5754;357133;6572996;198509;0,045
5754;357133;6572996;198510;-0,008
5754;357133;6572996;198511;0,184
5754;357133;6572996;198512;0,397
5754;357133;6572996;198601;0,847
