"NUMERO";"LAMBX";"LAMBY";"DATE";"SWI_UNIF_MENS"
6750;939848;6480181;196001;1,037
6750;939848;6480181;196002;1,065
6750;939848;6480181;196003;1,179
6750;939848;6480181;196004;0,882
6750;939848;6480181;196005;0,623
6750;939848;6480181;196006;0,464
6750;939848;6480181;196007;0,555
6750;939848;6480181;196008;0,789
6750;939848;6480181;196009;0,967
6750;939848;6480181;196010;1,154
6750;939848;6480181;196011;1,113
6750;939848;6480181;196012;0,987
6750;939848;6480181;196101;0,951
6750;939848;6480181;196102;1,001
6750;939848;6480181;196103;1,127
6750;939848;6480181;196104;0,953
6750;939848;6480181;196105;0,855
6750;939848;6480181;196106;0,794
6750;939848;6480181;196107;0,738
6750;939848;6480181;196108;0,659
6750;939848;6480181;196109;0,33
6750;939848;6480181;196110;0,544
6750;939848;6480181;196111;0,947
6750;939848;6480181;196112;1,088
6750;939848;6480181;196201;1,116
6750;939848;6480181;196202;1,059
6750;939848;6480181;196203;1,141
6750;939848;6480181;196204;1,151
6750;939848;6480181;196205;0,889
6750;939848;6480181;196206;0,727
6750;939848;6480181;196207;0,3
6750;939848;6480181;196208;0,156
6750;939848;6480181;196209;0,097
6750;939848;6480181;196210;0,135
6750;939848;6480181;196211;0,32
6750;939848;6480181;196212;0,467
6750;939848;6480181;196301;0,637
6750;939848;6480181;196302;0,643
6750;939848;6480181;196303;0,902
6750;939848;6480181;196304;1,226
6750;939848;6480181;196305;0,926
6750;939848;6480181;196306;0,889
6750;939848;6480181;196307;0,778
6750;939848;6480181;196308;0,788
6750;939848;6480181;196309;0,957
6750;939848;6480181;196310;0,831
6750;939848;6480181;196311;0,989
6750;939848;6480181;196312;0,985
6750;939848;6480181;196401;0,914
6750;939848;6480181;196402;0,934
6750;939848;6480181;196403;1,182
6750;939848;6480181;196404;1,03
6750;939848;6480181;196405;0,811
6750;939848;6480181;196406;0,655
6750;939848;6480181;196407;0,377
6750;939848;6480181;196408;0,316
6750;939848;6480181;196409;0,445
6750;939848;6480181;196410;0,642
6750;939848;6480181;196411;0,756
6750;939848;6480181;196412;0,763
6750;939848;6480181;196501;0,741
6750;939848;6480181;196502;0,775
6750;939848;6480181;196503;1,009
6750;939848;6480181;196504;1,068
6750;939848;6480181;196505;0,941
6750;939848;6480181;196506;0,848
6750;939848;6480181;196507;0,531
6750;939848;6480181;196508;0,444
6750;939848;6480181;196509;0,879
6750;939848;6480181;196510;0,894
6750;939848;6480181;196511;0,949
6750;939848;6480181;196512;1,062
6750;939848;6480181;196601;0,987
6750;939848;6480181;196602;1,093
6750;939848;6480181;196603;1,167
6750;939848;6480181;196604;1,119
6750;939848;6480181;196605;0,957
6750;939848;6480181;196606;0,611
6750;939848;6480181;196607;0,64
6750;939848;6480181;196608;0,558
6750;939848;6480181;196609;0,343
6750;939848;6480181;196610;0,393
6750;939848;6480181;196611;0,876
6750;939848;6480181;196612;0,966
