"NUMERO";"LAMBX";"LAMBY";"DATE";"SWI_UNIF_MENS"
8000;435284;6356552;196001;1,05
8000;435284;6356552;196002;1,012
8000;435284;6356552;196003;0,941
8000;435284;6356552;196004;0,788
8000;435284;6356552;196005;0,573
8000;435284;6356552;196006;0,433
8000;435284;6356552;196007;0,189
8000;435284;6356552;196008;0,368
8000;435284;6356552;196009;0,411
8000;435284;6356552;196010;0,99
8000;435284;6356552;196011;1,113
8000;435284;6356552;196012;1,08
8000;435284;6356552;196101;1,099
8000;435284;6356552;196102;0,982
8000;435284;6356552;196103;0,725
8000;435284;6356552;196104;0,576
8000;435284;6356552;196105;0,578
8000;435284;6356552;196106;0,447
8000;435284;6356552;196107;0,163
8000;435284;6356552;196108;0,067
8000;435284;6356552;196109;0,01
8000;435284;6356552;196110;0,249
8000;435284;6356552;196111;0,561
8000;435284;6356552;196112;0,802
8000;435284;6356552;196201;0,994
8000;435284;6356552;196202;0,96
8000;435284;6356552;196203;0,936
8000;435284;6356552;196204;0,94
8000;435284;6356552;196205;0,764
8000;435284;6356552;196206;0,455
8000;435284;6356552;196207;0,171
8000;435284;6356552;196208;0,038
8000;435284;6356552;196209;-0,005
8000;435284;6356552;196210;0,06
8000;435284;6356552;196211;0,258
8000;435284;6356552;196212;0,546
8000;435284;6356552;196301;0,835
8000;435284;6356552;196302;0,946
8000;435284;6356552;196303;0,993
8000;435284;6356552;196304;0,922
8000;435284;6356552;196305;0,605
8000;435284;6356552;196306;0,564
8000;435284;6356552;196307;0,415
8000;435284;6356552;196308;0,488
8000;435284;6356552;196309;0,588
8000;435284;6356552;196310;0,655
8000;435284;6356552;196311;0,736
8000;435284;6356552;196312;0,913
8000;435284;6356552;196401;0,835
8000;435284;6356552;196402;0,848
8000;435284;6356552;196403;0,919
8000;435284;6356552;196404;0,9
8000;435284;6356552;196405;0,62
8000;435284;6356552;196406;0,534
8000;435284;6356552;196407;0,206
8000;435284;6356552;196408;0,059
8000;435284;6356552;196409;0,008
8000;435284;6356552;196410;0,522
8000;435284;6356552;196411;0,679
8000;435284;6356552;196412;0,851
8000;435284;6356552;196501;1,022
8000;435284;6356552;196502;0,926
8000;435284;6356552;196503;1,005
8000;435284;6356552;196504;0,84
8000;435284;6356552;196505;0,727
8000;435284;6356552;196506;0,474
8000;435284;6356552;196507;0,215
8000;435284;6356552;196508;0,111
8000;435284;6356552;196509;0,388
8000;435284;6356552;196510;0,514
8000;435284;6356552;196511;0,733
8000;435284;6356552;196512;1,135
8000;435284;6356552;196601;1,062
8000;435284;6356552;196602;1,04
8000;435284;6356552;196603;0,909
8000;435284;6356552;196604;0,869
8000;435284;6356552;196605;0,77
8000;435284;6356552;196606;0,497
8000;435284;6356552;196607;0,29
8000;435284;6356552;196608;0,123
8000;435284;6356552;196609;0,06
8000;435284;6356552;196610;0,33
8000;435284;6356552;196611;0,6
8000;435284;6356552;196612;1,044
8000;435284;6356552;196701;1,03
8000;435284;6356552;196702;0,975
8000;435284;6356552;196703;0,924
8000;435284;6356552;196704;0,799
8000;435284;6356552;196705;0,637
8000;435284;6356552;196706;0,449
8000;435284;6356552;196707;0,197
8000;435284;6356552;196708;0,06
8000;435284;6356552;196709;0,07
8000;435284;6356552;196710;0,155
8000;435284;6356552;196711;0,589
8000;435284;6356552;196712;0,829
8000;435284;6356552;196801;1,022
8000;435284;6356552;196802;1,013
8000;435284;6356552;196803;0,883
8000;435284;6356552;196804;0,811
8000;435284;6356552;196805;0,753
8000;435284;6356552;196806;0,55
8000;435284;6356552;196807;0,265
8000;435284;6356552;196808;0,352
8000;435284;6356552;196809;0,322
8000;435284;6356552;196810;0,352
8000;435284;6356552;196811;0,501
8000;435284;6356552;196812;0,724
8000;435284;6356552;196901;0,993
8000;435284;6356552;196902;1
8000;435284;6356552;196903;1,012
8000;435284;6356552;196904;0,896
8000;435284;6356552;196905;0,891
8000;435284;6356552;196906;0,766
8000;435284;6356552;196907;0,445
8000;435284;6356552;196908;0,238
8000;435284;6356552;196909;0,425
8000;435284;6356552;196910;0,416
8000;435284;6356552;196911;0,526
8000;435284;6356552;196912;0,879
8000;435284;6356552;197001;0,968
8000;435284;6356552;197002;1,097
8000;435284;6356552;197003;0,983
8000;435284;6356552;197004;0,886
8000;435284;6356552;197005;0,787
8000;435284;6356552;197006;0,574
8000;435284;6356552;197007;0,307
8000;435284;6356552;197008;0,15
8000;435284;6356552;197009;0,064
8000;435284;6356552;197010;0,059
8000;435284;6356552;197011;0,229
8000;435284;6356552;197012;0,499
8000;435284;6356552;197101;0,723
8000;435284;6356552;197102;0,986
8000;435284;6356552;197103;0,966
8000;435284;6356552;197104;0,905
8000;435284;6356552;197105;0,892
8000;435284;6356552;197106;0,944
8000;435284;6356552;197107;0,573
8000;435284;6356552;197108;0,354
8000;435284;6356552;197109;0,263
8000;435284;6356552;197110;0,196
8000;435284;6356552;197111;0,335
8000;435284;6356552;197112;0,706
8000;435284;6356552;197201;0,888
8000;435284;6356552;197202;1,058
8000;435284;6356552;197203;0,967
8000;435284;6356552;197204;0,861
8000;435284;6356552;197205;0,878
8000;435284;6356552;197206;0,599
8000;435284;6356552;197207;0,258
8000;435284;6356552;197208;0,336
8000;435284;6356552;197209;0,325
8000;435284;6356552;197210;0,23
8000;435284;6356552;197211;0,351
8000;435284;6356552;197212;0,56
8000;435284;6356552;197301;0,739
8000;435284;6356552;197302;0,981
8000;435284;6356552;197303;0,904
8000;435284;6356552;197304;0,724
8000;435284;6356552;197305;0,605
8000;435284;6356552;197306;0,575
8000;435284;6356552;197307;0,4
8000;435284;6356552;197308;0,266
8000;435284;6356552;197309;0,177
8000;435284;6356552;197310;0,31
8000;435284;6356552;197311;0,382
8000;435284;6356552;197312;0,674
8000;435284;6356552;197401;0,816
8000;435284;6356552;197402;1
8000;435284;6356552;197403;0,978
8000;435284;6356552;197404;0,923
8000;435284;6356552;197405;0,901
8000;435284;6356552;197406;0,508
8000;435284;6356552;197407;0,229
8000;435284;6356552;197408;0,09
8000;435284;6356552;197409;0,165
8000;435284;6356552;197410;0,606
8000;435284;6356552;197411;0,899
8000;435284;6356552;197412;0,982
8000;435284;6356552;197501;0,953
8000;435284;6356552;197502;0,948
8000;435284;6356552;197503;0,969
8000;435284;6356552;197504;0,974
8000;435284;6356552;197505;0,744
