"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 26357"
"Critères de sélection =>";"Date de première alerte, de : 1990-01-01 00:00:00";"Date de première alerte, jusqu'à : 1999-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
1990;268;"07";"07112";"Labastide-sur-Bésorgues";"1990-08-02 22:45:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1990;269;"07";"07317";"Talencieux";"1990-08-03 00:05:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
1990;270;"07";"07317";"Talencieux";"1990-08-03 00:30:00";260000;122200;124800;0;;;;;;13000;;;;;;;;""
1990;913;"2A";"2A232";"Pila-Canale";"1990-08-03 09:20:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1720;"2B";"2B123";"Ghisonaccia";"1990-08-03 11:40:00";3000;1410;1440;0;;;;;;150;;;"Accidentelle";;;;;""
1990;914;"2A";"2A330";"Ucciani";"1990-08-03 13:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3038;"83";"83107";"Roquebrune-sur-Argens";"1990-08-03 13:01:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;1721;"2B";"2B096";"Corte";"1990-08-03 13:50:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3255;"84";"84089";"Pertuis";"1990-08-03 14:05:00";10000;4700;4800;0;;;;;;500;;"3";;;;;;""
1990;2481;"30";"30128";"Générac";"1990-08-03 14:10:00";4000;1880;1920;0;;;;;;200;;;;;;;;""
1990;545;"13";"13071";"Les Pennes-Mirabeau";"1990-08-03 14:34:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;915;"2A";"2A139";"Lecci";"1990-08-03 15:15:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
1990;1722;"2B";"2B050";"Calvi";"1990-08-03 15:24:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;271;"07";"07317";"Talencieux";"1990-08-03 15:30:00";80000;37600;38400;0;;;;;;4000;;"1";;;;;;""
1990;3039;"83";"83057";"Flassans-sur-Issole";"1990-08-03 16:08:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1724;"2B";"2B086";"Centuri";"1990-08-03 16:40:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2664;"48";"48015";"Pied-de-Borne";"1990-08-03 16:40:00";80000;37600;38400;0;;;;;;4000;;;"Naturelle";;;;;""
1990;2380;"26";"26363";"Valouse";"1990-08-03 17:15:00";1000;470;480;0;;;;;;50;;"6";;;;;;""
1990;1723;"2B";"2B329";"Tralonca";"1990-08-03 17:25:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;916;"2A";"2A272";"Sartène";"1990-08-03 17:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3040;"83";"83051";"Entrecasteaux";"1990-08-03 17:46:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;42;"05";"05068";"Jarjayes";"1990-08-03 17:50:00";1000;470;480;0;;;;;;50;;"5";"Naturelle";;;;;""
1990;1725;"2B";"2B046";"Cagnano";"1990-08-03 18:25:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;40;"05";"05158";"Le Saix";"1990-08-03 19:00:00";35000;16450;16800;0;;;;;;1750;;"1";"Naturelle";;;;;""
1990;3041;"83";"83066";"Ginasservis";"1990-08-03 20:13:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;1726;"2B";"2B087";"Cervione";"1990-08-03 20:56:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;41;"05";"05150";"Sainte-Marie";"1990-08-04 07:00:00";1000;470;480;0;;;;;;50;;"5";"Naturelle";;;;;""
1990;2704;"66";"66125";"Olette";"1990-08-04 07:23:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;917;"2A";"2A070";"Casaglione";"1990-08-04 09:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1727;"2B";"2B096";"Corte";"1990-08-04 11:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2678;"48";"48015";"Pied-de-Borne";"1990-08-04 12:15:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
1990;1728;"2B";"2B083";"Castirla";"1990-08-04 12:30:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2482;"30";"30154";"Mandagout";"1990-08-04 14:20:00";80000;37600;38400;0;;;;;;4000;;;"Involontaire (travaux)";;;;;""
1990;918;"2A";"2A271";"Sarrola-Carcopino";"1990-08-04 14:30:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;919;"2A";"2A271";"Sarrola-Carcopino";"1990-08-04 14:40:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3256;"84";"84079";"Monieux";"1990-08-04 14:53:00";3000;1410;1440;0;;;;;;150;;"3";"Naturelle";;;;;""
1990;2381;"26";"26157";"La Laupie";"1990-08-04 14:58:00";5000;2350;2400;0;;;;;;250;;"3";;;;;;""
1990;1732;"2B";"2B153";"Manso";"1990-08-04 15:20:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1729;"2B";"2B096";"Corte";"1990-08-04 15:30:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;920;"2A";"2A271";"Sarrola-Carcopino";"1990-08-04 15:30:00";2000;940;960;0;;;;;;100;;;;;;;;""
1990;1730;"2B";"2B037";"Biguglia";"1990-08-04 16:43:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1731;"2B";"2B110";"Favalello";"1990-08-04 17:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2705;"66";"66130";"Osséja";"1990-08-04 20:50:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2484;"30";"30123";"Gallargues-le-Montueux";"1990-08-05 02:20:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1738;"2B";"2B126";"Giuncaggio";"1990-08-05 04:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1733;"2B";"2B126";"Giuncaggio";"1990-08-05 04:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1735;"2B";"2B126";"Giuncaggio";"1990-08-05 04:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1734;"2B";"2B126";"Giuncaggio";"1990-08-05 04:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1739;"2B";"2B126";"Giuncaggio";"1990-08-05 04:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1736;"2B";"2B126";"Giuncaggio";"1990-08-05 04:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;546;"13";"13047";"Istres";"1990-08-05 10:08:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1737;"2B";"2B126";"Giuncaggio";"1990-08-05 11:15:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2382;"26";"26167";"Luc-en-Diois";"1990-08-05 12:40:00";16000;7520;7680;0;;;;;;800;;"1";;;;;;""
1990;152;"06";"06136";"Sospel";"1990-08-05 12:55:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
1990;1744;"2B";"2B329";"Tralonca";"1990-08-05 13:14:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1740;"2B";"2B329";"Tralonca";"1990-08-05 13:31:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;921;"2A";"2A062";"Carbuccia";"1990-08-05 13:55:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;272;"07";"07310";"Savas";"1990-08-05 13:55:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1990;1741;"2B";"2B110";"Favalello";"1990-08-05 14:11:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1742;"2B";"2B110";"Favalello";"1990-08-05 14:11:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1743;"2B";"2B078";"Castellare-di-Mercurio";"1990-08-05 14:11:00";2000;940;960;0;;;;;;100;;;;;;;;""
1990;1745;"2B";"2B078";"Castellare-di-Mercurio";"1990-08-05 15:15:00";2000;940;960;0;;;;;;100;;;;;;;;""
1990;1746;"2B";"2B049";"Calenzana";"1990-08-05 16:45:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1747;"2B";"2B261";"Rogliano";"1990-08-05 17:13:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2665;"48";"48078";"Lachamp";"1990-08-05 17:15:00";95000;44650;45600;0;;;;;;4750;;;;;;;;""
1990;2483;"30";"30324";"Souvignargues";"1990-08-05 17:30:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;2589;"34";"34204";"Plaissan";"1990-08-05 18:45:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1990;1748;"2B";"2B286";"Sorbo-Ocagnano";"1990-08-05 19:22:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;273;"07";"07152";"Mauves";"1990-08-06 00:12:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1990;2666;"48";"48146";"Sainte-Enimie";"1990-08-06 02:15:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
1990;1749;"2B";"2B218";"Piedicorte-di-Gaggio";"1990-08-06 10:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1750;"2B";"2B289";"Soveria";"1990-08-06 11:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;274;"07";"07324";"Tournon-sur-Rhône";"1990-08-06 11:15:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;922;"2A";"2A098";"Coti-Chiavari";"1990-08-06 12:00:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1990;923;"2A";"2A247";"Porto-Vecchio";"1990-08-06 12:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3042;"83";"83019";"Bormes-les-Mimosas";"1990-08-06 12:15:00";1000;470;480;0;;;;;;50;;;"Involontaire (particulier)";;;;;""
1990;1752;"2B";"2B150";"Lumio";"1990-08-06 13:05:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1751;"2B";"2B050";"Calvi";"1990-08-06 13:11:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1753;"2B";"2B150";"Lumio";"1990-08-06 13:20:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1754;"2B";"2B105";"Erbajolo";"1990-08-06 14:07:00";2000;940;960;0;;;;;;100;;;;;;;;""
1990;2590;"34";"34220";"Le Puech";"1990-08-06 14:10:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1990;924;"2A";"2A247";"Porto-Vecchio";"1990-08-06 14:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1755;"2B";"2B049";"Calenzana";"1990-08-06 16:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2706;"66";"66164";"Rivesaltes";"1990-08-06 16:45:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3043;"83";"83019";"Bormes-les-Mimosas";"1990-08-06 16:52:00";40000;18800;19200;0;;;;;;2000;;;"Accidentelle";;;;;""
1990;1756;"2B";"2B049";"Calenzana";"1990-08-06 16:58:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3257;"84";"84123";"Sault";"1990-08-06 18:49:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;2592;"34";"34260";"Saint-Gervais-sur-Mare";"1990-08-06 21:10:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1990;3259;"84";"84069";"Malaucène";"1990-08-06 22:12:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1990;3258;"84";"84069";"Malaucène";"1990-08-06 22:12:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1990;1757;"2B";"2B049";"Calenzana";"1990-08-06 22:47:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;1759;"2B";"2B049";"Calenzana";"1990-08-06 22:47:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;1758;"2B";"2B049";"Calenzana";"1990-08-06 22:47:00";2000;940;960;0;;;;;;100;;;;;;;;""
1990;3260;"84";"84069";"Malaucène";"1990-08-06 23:02:00";220000;103400;105600;0;;;;;;11000;;;;;;;;""
1990;2383;"26";"26373";"Vesc";"1990-08-07 00:59:00";1000;470;480;0;;;;;;50;;"3";;;;;;""
1990;2591;"34";"34061";"Causses-et-Veyran";"1990-08-07 03:00:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1990;3044;"83";"83073";"Le Luc";"1990-08-07 03:41:00";1000;470;480;0;;;;;;50;;;"Accidentelle";;;;;""
1990;1760;"2B";"2B049";"Calenzana";"1990-08-07 05:40:00";15000;7050;7200;0;;;;;;750;;;;;;;;""
1990;1761;"2B";"2B148";"Lucciana";"1990-08-07 08:46:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1763;"2B";"2B049";"Calenzana";"1990-08-07 10:30:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;547;"13";"13039";"Fos-sur-Mer";"1990-08-07 10:33:00";2000;940;960;0;;;;;;100;;;;;;;;""
1990;2487;"30";"30335";"Vabres";"1990-08-07 11:20:00";10000;4700;4800;0;;;;;;500;;;"Involontaire (travaux)";;;;;""
1990;2485;"30";"30317";"Sernhac";"1990-08-07 12:15:00";300000;141000;144000;0;;;;;;15000;;;;;;;;""
1990;2593;"34";"34254";"Saint-Félix-de-Lodez";"1990-08-07 12:15:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;548;"13";"13084";"La Roque-d'Anthéron";"1990-08-07 13:33:00";1000;470;480;0;;;;;;50;;;"Involontaire (particulier)";;;;;""
1990;3045;"83";"83008";"Bagnols-en-Forêt";"1990-08-07 14:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1769;"2B";"2B150";"Lumio";"1990-08-07 14:06:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2384;"26";"26146";"Grignan";"1990-08-07 14:23:00";30000;14100;14400;0;;;;;;1500;;"6";;;;;;""
1990;549;"13";"13037";"La Fare-les-Oliviers";"1990-08-07 14:25:00";6000;2820;2880;0;;;;;;300;;;;;;;;""
1990;1764;"2B";"2B049";"Calenzana";"1990-08-07 14:25:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
1990;1762;"2B";"2B123";"Ghisonaccia";"1990-08-07 14:30:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2486;"30";"30141";"Laudun";"1990-08-07 14:40:00";10000;4700;4800;0;;;;;;500;;;"Involontaire (travaux)";;;;;""
1990;142;"06";"06074";"Lantosque";"1990-08-07 14:58:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;2594;"34";"34255";"Saint-Gély-du-Fesc";"1990-08-07 16:10:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;1765;"2B";"2B055";"Campitello";"1990-08-07 16:32:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;550;"13";"13117";"Vitrolles";"1990-08-07 16:40:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;1767;"2B";"2B049";"Calenzana";"1990-08-07 17:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3046;"83";"83065";"Gassin";"1990-08-07 17:05:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;553;"13";"13051";"Lançon-Provence";"1990-08-07 17:29:00";150000;70500;72000;0;;;;;;7500;;;;;;;;""
1990;552;"13";"13041";"Gardanne";"1990-08-07 17:33:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;551;"13";"13041";"Gardanne";"1990-08-07 17:33:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;1766;"2B";"2B055";"Campitello";"1990-08-07 17:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2667;"48";"48103";"Montrodat";"1990-08-07 17:35:00";60000;28200;28800;0;;;;;;3000;;;"Accidentelle";;;;;""
1990;2488;"30";"30141";"Laudun";"1990-08-07 18:20:00";35000;16450;16800;0;;;;;;1750;;;;;;;;""
1990;925;"2A";"2A258";"Renno";"1990-08-07 19:05:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;926;"2A";"2A300";"San-Gavino-di-Carbini";"1990-08-07 19:15:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;3047;"83";"83031";"Le Cannet-des-Maures";"1990-08-07 19:30:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1768;"2B";"2B290";"Speloncato";"1990-08-07 19:30:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2489;"30";"30189";"Nîmes";"1990-08-07 20:30:00";3000;1410;1440;0;;;;;;150;;;;;;;;""
1990;1770;"2B";"2B107";"Ersa";"1990-08-07 21:17:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1771;"2B";"2B123";"Ghisonaccia";"1990-08-07 21:59:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2595;"34";"34143";"Loupian";"1990-08-07 23:10:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1990;3261;"84";"84069";"Malaucène";"1990-08-07 23:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2490;"30";"30141";"Laudun";"1990-08-08 00:00:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;2491;"30";"30023";"Aujargues";"1990-08-08 00:10:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;2596;"34";"34074";"Cessenon-sur-Orb";"1990-08-08 04:45:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1990;2597;"34";"34143";"Loupian";"1990-08-08 05:35:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;275;"07";"07006";"Albon";"1990-08-08 07:25:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;2599;"34";"34184";"Nizas";"1990-08-08 10:15:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1990;398;"11";"11439";"Villespy";"1990-08-08 10:56:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;277;"07";"07131";"Lanas";"1990-08-08 11:25:00";6800000;3196000;3264000;0;;;;;;340000;;;;;;;;""
1990;1772;"2B";"2B105";"Erbajolo";"1990-08-08 12:24:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2385;"26";"26239";"Plaisians";"1990-08-08 12:30:00";30000;14100;14400;0;;;;;;1500;;"1";"Involontaire (particulier)";;;;;""
1990;1773;"2B";"2B096";"Corte";"1990-08-08 13:25:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1775;"2B";"2B126";"Giuncaggio";"1990-08-08 13:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1774;"2B";"2B341";"Venaco";"1990-08-08 13:50:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3048;"83";"83063";"La Garde-Freinet";"1990-08-08 13:52:00";1000;470;480;0;;;;;;50;;;"Naturelle";;;;;""
1990;927;"2A";"2A004";"Ajaccio";"1990-08-08 14:45:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;276;"07";"07011";"Antraigues-sur-Volane";"1990-08-08 14:45:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1990;2598;"34";"34143";"Loupian";"1990-08-08 15:50:00";200000;94000;96000;0;;;;;;10000;;"1";;;;;;""
1990;928;"2A";"2A247";"Porto-Vecchio";"1990-08-08 17:15:00";15000;7050;7200;0;;;;;;750;;;;;;;;""
1990;2386;"26";"26257";"Puygiron";"1990-08-08 17:34:00";1000;470;480;0;;;;;;50;;"4";;;;;;""
1990;554;"13";"13071";"Les Pennes-Mirabeau";"1990-08-09 03:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;929;"2A";"2A300";"San-Gavino-di-Carbini";"1990-08-09 11:20:00";6000;2820;2880;0;;;;;;300;;;;;;;;""
1990;3051;"83";"83076";"Mazaugues";"1990-08-09 12:53:00";25000;11750;12000;0;;;;;;1250;;;"Naturelle";;;;;""
1990;3049;"83";"83076";"Mazaugues";"1990-08-09 12:53:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;930;"2A";"2A048";"Calcatoggio";"1990-08-09 13:55:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;931;"2A";"2A272";"Sartène";"1990-08-09 14:00:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;3262;"84";"84091";"Piolenc";"1990-08-09 14:58:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1990;1776;"2B";"2B346";"Vescovato";"1990-08-09 16:11:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3263;"84";"84087";"Orange";"1990-08-09 16:23:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;2668;"48";"48057";"Estables";"1990-08-09 16:32:00";70000;32900;33600;0;;;;;;3500;;;"Accidentelle";;;;;""
1990;1777;"2B";"2B009";"Aléria";"1990-08-09 16:40:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1778;"2B";"2B016";"Antisanti";"1990-08-09 16:50:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2492;"30";"30096";"Cornillon";"1990-08-09 18:00:00";3000;1410;1440;0;;;;;;150;;;"Involontaire (particulier)";;;;;""
1990;932;"2A";"2A330";"Ucciani";"1990-08-09 18:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3264;"84";"84089";"Pertuis";"1990-08-09 18:02:00";1000;470;480;0;;;;;;50;;"6";;;;;;""
1990;3050;"83";"83115";"Sainte-Maxime";"1990-08-09 18:16:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1779;"2B";"2B148";"Lucciana";"1990-08-09 20:49:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1780;"2B";"2B148";"Lucciana";"1990-08-09 21:33:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3052;"83";"83123";"Sanary-sur-Mer";"1990-08-09 21:40:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1781;"2B";"2B148";"Lucciana";"1990-08-09 22:02:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;278;"07";"07221";"Saint-Cierge-la-Serre";"1990-08-10 01:10:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1990;1782;"2B";"2B148";"Lucciana";"1990-08-10 10:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;933;"2A";"2A324";"Tavera";"1990-08-10 11:24:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1783;"2B";"2B105";"Erbajolo";"1990-08-10 12:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;934;"2A";"2A041";"Bonifacio";"1990-08-10 13:50:00";60000;28200;28800;0;;;;;;3000;;;;;;;;""
1990;555;"13";"13071";"Les Pennes-Mirabeau";"1990-08-10 14:36:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;935;"2A";"2A272";"Sartène";"1990-08-10 14:49:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2387;"26";"26345";"Suze-la-Rousse";"1990-08-10 15:06:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1990;1784;"2B";"2B123";"Ghisonaccia";"1990-08-10 15:23:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2600;"34";"34229";"Riols";"1990-08-10 15:30:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1990;1785;"2B";"2B042";"Borgo";"1990-08-10 15:58:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3053;"83";"83068";"Grimaud";"1990-08-10 16:04:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;1786;"2B";"2B036";"Bigorno";"1990-08-10 16:05:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1787;"2B";"2B306";"Santa-Lucia-di-Mercurio";"1990-08-10 16:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1790;"2B";"2B123";"Ghisonaccia";"1990-08-10 16:43:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1788;"2B";"2B096";"Corte";"1990-08-10 17:06:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1789;"2B";"2B169";"Morosaglia";"1990-08-10 17:25:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;556;"13";"13110";"Trets";"1990-08-10 17:26:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;557;"13";"13110";"Trets";"1990-08-10 17:26:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;936;"2A";"2A247";"Porto-Vecchio";"1990-08-10 17:47:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2493;"30";"30339";"Valleraugue";"1990-08-10 18:20:00";60000;28200;28800;0;;;;;;3000;;;;;;;;""
1990;3265;"84";"84024";"Cabrières-d'Aigues";"1990-08-10 20:03:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;1791;"2B";"2B123";"Ghisonaccia";"1990-08-10 20:17:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2495;"30";"30141";"Laudun";"1990-08-11 00:05:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1792;"2B";"2B346";"Vescovato";"1990-08-11 00:20:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;3054;"83";"83027";"La Cadière-d'Azur";"1990-08-11 02:03:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2707;"66";"66157";"Railleu";"1990-08-11 06:46:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1793;"2B";"2B238";"Poggio-di-Venaco";"1990-08-11 10:25:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1794;"2B";"2B346";"Vescovato";"1990-08-11 11:38:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1795;"2B";"2B193";"Omessa";"1990-08-11 12:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;937;"2A";"2A330";"Ucciani";"1990-08-11 12:26:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;1801;"2B";"2B105";"Erbajolo";"1990-08-11 13:26:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1796;"2B";"2B343";"Venzolasca";"1990-08-11 13:32:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2494;"30";"30126";"Garrigues-Sainte-Eulalie";"1990-08-11 14:00:00";300000;141000;144000;0;;;;;;15000;;;;;;;;""
1990;3055;"83";"83014";"Baudinard-sur-Verdon";"1990-08-11 14:05:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1797;"2B";"2B123";"Ghisonaccia";"1990-08-11 14:40:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1798;"2B";"2B275";"Sermano";"1990-08-11 14:42:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1799;"2B";"2B275";"Sermano";"1990-08-11 14:42:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1800;"2B";"2B275";"Sermano";"1990-08-11 14:42:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2388;"26";"26345";"Suze-la-Rousse";"1990-08-11 18:18:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1990;279;"07";"07024";"Banne";"1990-08-11 18:30:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1990;1802;"2B";"2B261";"Rogliano";"1990-08-11 18:50:00";1000;470;480;0;;;;;;50;;;;;;;;""
