"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 26357"
"Critères de sélection =>";"Date de première alerte, de : 1990-01-01 00:00:00";"Date de première alerte, jusqu'à : 1999-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
1990;2735;"83";"83012";"Barjols";"1990-01-24 16:25:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1990;2736;"83";"83141";"Trans-en-Provence";"1990-01-24 17:45:00";3000;1410;1440;0;;;;;;150;;"1";"Involontaire (travaux)";;;;;""
1990;1152;"2B";"2B202";"Parata";"1990-01-24 20:15:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;67;"06";"06134";"Séranon";"1990-01-24 21:30:00";70000;32900;33600;0;;;;;;3500;;;;;;;;""
1990;1153;"2B";"2B049";"Calenzana";"1990-01-24 22:52:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;175;"07";"07025";"Barnas";"1990-01-25 07:45:00";210000;98700;100800;0;;;;;;10500;;"1";;;;;;""
1990;111;"06";"06086";"Moulinet";"1990-01-25 07:50:00";1000;470;480;0;;;;;;50;;;"Involontaire (travaux)";;;;;""
1990;55;"06";"06050";"Coursegoules";"1990-01-25 09:30:00";3000;1410;1440;0;;;;;;150;;;;;;;;""
1990;54;"06";"06022";"Bouyon";"1990-01-26 10:30:00";3000;1410;1440;0;;;;;;150;;;;;;;;""
1990;2737;"83";"83080";"Mons";"1990-01-26 11:54:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;1154;"2B";"2B049";"Calenzana";"1990-01-26 11:58:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;68;"06";"06034";"Castagniers";"1990-01-26 12:45:00";50000;23500;24000;0;;;;;;2500;;;"Accidentelle";;;;;""
1990;2738;"83";"83077";"Méounes-lès-Montrieux";"1990-01-26 14:00:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;1155;"2B";"2B165";"Moncale";"1990-01-26 14:29:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;53;"06";"06050";"Coursegoules";"1990-01-26 14:30:00";3000;1410;1440;0;;;;;;150;;;;;;;;""
1990;48;"06";"06065";"La Gaude";"1990-01-26 14:30:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;52;"06";"06050";"Coursegoules";"1990-01-26 15:40:00";4000;1880;1920;0;;;;;;200;;;;;;;;""
1990;51;"06";"06050";"Coursegoules";"1990-01-26 16:30:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
1990;50;"06";"06050";"Coursegoules";"1990-01-26 18:15:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
1990;103;"06";"06070";"Gréolières";"1990-01-26 19:30:00";1000000;470000;480000;0;;;;;;50000;;"1";;;;;;""
1990;1156;"2B";"2B042";"Borgo";"1990-01-26 19:40:00";9000;4230;4320;0;;;;;;450;;;;;;;;""
1990;49;"06";"06017";"Bézaudun-les-Alpes";"1990-01-27 13:30:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;1157;"2B";"2B293";"Sant'Andréa-di-Cotone";"1990-01-27 18:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;611;"2A";"2A212";"Piana";"1990-01-28 18:02:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2739;"83";"83127";"Signes";"1990-01-29 17:10:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1990;2740;"83";"83034";"Carqueiranne";"1990-01-31 15:00:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1990;1158;"2B";"2B050";"Calvi";"1990-02-02 15:03:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;413;"13";"13007";"Auriol";"1990-02-03 12:58:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;2741;"83";"83095";"Pontevès";"1990-02-04 12:45:00";5000;2350;2400;0;;;;;;250;;"1";"Involontaire (travaux)";;;;;""
1990;95;"06";"06074";"Lantosque";"1990-02-05 13:20:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
1990;2742;"83";"83143";"Le Val";"1990-02-05 14:38:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1990;176;"07";"07169";"Ozon";"1990-02-05 15:12:00";3000;1410;1440;0;;;;;;150;;"1";"Involontaire (travaux)";;;;;""
1990;2743;"83";"83050";"Draguignan";"1990-02-06 14:07:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1990;2744;"83";"83050";"Draguignan";"1990-02-07 01:28:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1990;94;"06";"06074";"Lantosque";"1990-02-07 12:33:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
1990;414;"13";"13047";"Istres";"1990-02-07 15:07:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1160;"2B";"2B072";"Casalta";"1990-02-07 17:09:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1159;"2B";"2B156";"Mausoléo";"1990-02-07 17:11:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2745;"83";"83033";"Carnoules";"1990-02-08 15:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2746;"83";"83067";"Gonfaron";"1990-02-08 21:05:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;415;"13";"13050";"Lambesc";"1990-02-09 14:10:00";2000;940;960;0;;;;;;100;;;;;;;;""
1990;18;"05";"05108";"Puy-Saint-Eusèbe";"1990-02-09 14:30:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1990;2747;"83";"83111";"Sainte-Anastasie-sur-Issole";"1990-02-09 16:35:00";10000;4700;4800;0;;;;;;500;;;"Involontaire (travaux)";;;;;""
1990;3196;"84";"84036";"Châteauneuf-de-Gadagne";"1990-02-09 17:14:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1990;1161;"2B";"2B307";"Santa-Lucia-di-Moriani";"1990-02-09 18:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2748;"83";"83148";"Vidauban";"1990-02-09 18:26:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1990;3197;"84";"84094";"Puyméras";"1990-02-09 21:33:00";7000;3290;3360;0;;;;;;350;;"1";;;;;;""
1990;1162;"2B";"2B307";"Santa-Lucia-di-Moriani";"1990-02-10 15:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;612;"2A";"2A198";"Ota";"1990-02-10 15:22:00";3000;1410;1440;0;;;;;;150;;;;;;;;""
1990;1163;"2B";"2B205";"Patrimonio";"1990-02-10 18:55:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1164;"2B";"2B199";"Palasca";"1990-02-11 17:50:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1165;"2B";"2B123";"Ghisonaccia";"1990-02-11 19:19:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1166;"2B";"2B042";"Borgo";"1990-02-12 18:06:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2749;"83";"83152";"Rayol-Canadel-sur-Mer";"1990-02-13 10:45:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1990;1167;"2B";"2B042";"Borgo";"1990-02-13 16:57:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1168;"2B";"2B193";"Omessa";"1990-02-13 17:07:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1169;"2B";"2B148";"Lucciana";"1990-02-13 17:52:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1170;"2B";"2B286";"Sorbo-Ocagnano";"1990-02-13 18:43:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;72;"06";"06130";"Saint-Vallier-de-Thiey";"1990-02-14 00:15:00";40000;18800;19200;0;;;;;;2000;;;"Accidentelle";;;;;""
1990;2752;"83";"83019";"Bormes-les-Mimosas";"1990-02-14 09:00:00";150000;70500;72000;0;;;;;;7500;;;;;;;;""
1990;2750;"83";"83071";"La Londe-les-Maures";"1990-02-14 10:34:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1171;"2B";"2B042";"Borgo";"1990-02-14 11:42:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2751;"83";"83059";"Forcalqueiret";"1990-02-14 15:24:00";3000;1410;1440;0;;;;;;150;;"1";;;;;;""
1990;1172;"2B";"2B298";"Saint-Florent";"1990-02-14 16:02:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1173;"2B";"2B356";"Zalana";"1990-02-14 16:25:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;88;"06";"06143";"Touët-sur-Var";"1990-02-14 17:30:00";80000;37600;38400;0;;;;;;4000;;;;;;;;""
1990;1174;"2B";"2B039";"Bisinchi";"1990-02-14 18:25:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1175;"2B";"2B286";"Sorbo-Ocagnano";"1990-02-14 22:04:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1176;"2B";"2B207";"Penta-di-Casinca";"1990-02-15 01:25:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;1177;"2B";"2B207";"Penta-di-Casinca";"1990-02-15 01:42:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1990;1178;"2B";"2B286";"Sorbo-Ocagnano";"1990-02-15 01:45:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1179;"2B";"2B280";"Silvareccio";"1990-02-15 01:50:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1180;"2B";"2B280";"Silvareccio";"1990-02-15 03:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1181;"2B";"2B280";"Silvareccio";"1990-02-15 03:12:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2753;"83";"83001";"Les Adrets-de-l'Estérel";"1990-02-15 08:39:00";1000;470;480;0;;;;;;50;;"1";"Accidentelle";;;;;""
1990;613;"2A";"2A362";"Zonza";"1990-02-15 10:55:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
1990;1182;"2B";"2B049";"Calenzana";"1990-02-15 11:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1183;"2B";"2B020";"Aregno";"1990-02-15 11:23:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2755;"83";"83055";"Fayence";"1990-02-15 11:25:00";6000;2820;2880;0;;;;;;300;;"1";"Accidentelle";;;;;""
1990;1184;"2B";"2B096";"Corte";"1990-02-15 12:05:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;614;"2A";"2A212";"Piana";"1990-02-15 12:18:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;86;"06";"06073";"Isola";"1990-02-15 13:00:00";150000;70500;72000;0;;;;;;7500;;"1";"Accidentelle";;;;;""
1990;96;"06";"06151";"Utelle";"1990-02-15 13:00:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1990;2754;"83";"83080";"Mons";"1990-02-15 13:28:00";50000;23500;24000;0;;;;;;2500;;;"Accidentelle";;;;;""
1990;1191;"2B";"2B293";"Sant'Andréa-di-Cotone";"1990-02-15 14:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1185;"2B";"2B145";"Loreto-di-Casinca";"1990-02-15 14:00:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1990;2756;"83";"83124";"Seillans";"1990-02-15 14:28:00";30000;14100;14400;0;;;;;;1500;;;"Accidentelle";;;;;""
1990;615;"2A";"2A272";"Sartène";"1990-02-15 15:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1186;"2B";"2B172";"Murato";"1990-02-15 15:15:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1187;"2B";"2B155";"Matra";"1990-02-15 15:15:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;71;"06";"06017";"Bézaudun-les-Alpes";"1990-02-15 15:30:00";200000;94000;96000;0;;;;;;10000;;"1";;;;;;""
1990;1192;"2B";"2B126";"Giuncaggio";"1990-02-15 16:10:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;416;"13";"13040";"Fuveau";"1990-02-15 16:27:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;1190;"2B";"2B245";"Porri";"1990-02-15 17:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1188;"2B";"2B205";"Patrimonio";"1990-02-15 17:00:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1189;"2B";"2B277";"Serra-di-Fiumorbo";"1990-02-15 17:40:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2757;"83";"83071";"La Londe-les-Maures";"1990-02-15 18:00:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1990;1193;"2B";"2B190";"Olmi-Cappella";"1990-02-15 18:25:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;1194;"2B";"2B042";"Borgo";"1990-02-15 18:44:00";1000;470;480;0;;;;;;50;;;;;;;;""
1990;2758;"83";"83073";"Le Luc";"1990-02-15 19:22:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1990;1196;"2B";"2B166";"Monte";"1990-02-15 19:30:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
