"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 25067"
"Critères de sélection =>";"Date de première alerte, de : 2000-01-01 00:00:00";"Date de première alerte, jusqu'à : 2009-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2000;936;"83";"83999";"Commune inconnue";"2000-02-09 13:15:00";150;150;0;;;;;;;;;"1";;;;;;""
2000;2181;"06";"06070";"Gréolières";"2000-02-09 14:57:00";201000;201000;0;;;;;;;;;"3";"Malveillance";;;;;""
2000;902;"83";"83001";"Les Adrets-de-l'Estérel";"2000-02-09 15:16:00";2500;2500;0;;;;;;;;;"3";"Involontaire (particulier)";;;;;""
2000;3133;"13";"13001";"Aix-en-Provence";"2000-02-09 16:00:00";1500;705;720;0;;;;;;75;;;;;;;;""
2000;937;"83";"83010";"Bargème";"2000-02-09 16:15:00";2500;2500;0;;;;;;;;;"1";;;;;;""
2000;2183;"06";"06098";"Puget-Rostang";"2000-02-09 16:28:00";257000;257000;0;;;;;;;;;"4";"Involontaire (travaux)";;;;;""
2000;2184;"06";"06017";"Bézaudun-les-Alpes";"2000-02-09 16:45:00";260000;0;260000;;;;;;;;;"1";"Malveillance";;;;;""
2000;1028;"05";"05118";"Ribiers";"2000-02-09 17:21:00";35000;20000;15000;;;;;;;;;"1";"Accidentelle";;;;;""
2000;3127;"13";"13001";"Aix-en-Provence";"2000-02-09 18:04:00";4000;1880;1920;0;;;;;;200;;;;;;;;""
2000;2180;"06";"06017";"Bézaudun-les-Alpes";"2000-02-09 18:45:00";5000;0;5000;;;;;;;;;"1";"Malveillance";;;;;""
2000;2182;"06";"06049";"Courmes";"2000-02-09 19:00:00";8000;0;8000;;;;;;;;;"1";"Malveillance";;;;;""
2000;2179;"06";"06050";"Coursegoules";"2000-02-09 20:00:00";50000;0;50000;;;;;;;;;"1";"Malveillance";;;;;""
2000;901;"83";"83085";"La Motte";"2000-02-09 21:15:00";2500;2500;0;;;;;;;;;"4";"Involontaire (travaux)";;;;;""
2000;938;"83";"83076";"Mazaugues";"2000-02-10 09:55:00";300;300;0;;;;;;;;;"3";"Involontaire (particulier)";;;;;""
2000;2185;"06";"06059";"Èze";"2000-02-10 10:06:00";100;0;100;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;2825;"07";"07331";"Vals-les-Bains";"2000-02-10 11:23:00";4000;4000;0;;;;;;;;;;"Involontaire (travaux)";;;;;""
2000;4781;"11";"11128";"Escueillens-et-Saint-Just-de-Bélengard";"2000-02-10 11:43:00";15000;0;15000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;2824;"07";"07020";"Aubignas";"2000-02-10 12:44:00";2000;0;2000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;2992;"48";"48070";"Grandrieu";"2000-02-10 13:05:00";20;0;20;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;948;"83";"83063";"La Garde-Freinet";"2000-02-10 13:45:00";500;500;0;;;;;;;;;"3";"Involontaire (particulier)";;;;;""
2000;559;"2B";"2B311";"Santa-Maria-Poggio";"2000-02-10 13:54:00";5000;0;5000;;;;;;;;;"1";;;;;;""
2000;9182;"34";"34251";"Saint-Étienne-de-Gourgas";"2000-02-10 14:00:00";90000;42300;43200;0;;;;;;4500;;;;;;;;""
2000;563;"2B";"2B213";"Pianello";"2000-02-10 14:12:00";20000;0;20000;;;;;;;;;"1";;;;;;""
2000;2826;"07";"07334";"Les Vans";"2000-02-10 14:37:00";10000;0;10000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;2545;"2A";"2A099";"Cozzano";"2000-02-10 14:51:00";2500;1175;1200;0;;;;;;125;;"1";"Involontaire (travaux)";;;;;""
2000;1431;"04";"04176";"Sainte-Croix-de-Verdon";"2000-02-10 14:52:00";4000;4000;0;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
2000;2186;"06";"06157";"Vence";"2000-02-10 14:59:00";5000;0;5000;;;;;;;;;"1";;;;;;""
2000;2829;"07";"07161";"Montpezat-sous-Bauzon";"2000-02-10 15:07:00";90000;20000;70000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;562;"2B";"2B049";"Calenzana";"2000-02-10 15:07:00";7000;0;7000;;;;;;;;;"1";;;;;;""
2000;1432;"04";"04024";"Beaujeu";"2000-02-10 15:09:00";5000;0;5000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;941;"83";"83108";"La Roquebrussanne";"2000-02-10 15:24:00";2500;2500;0;;;;;;;;;"4";"Involontaire (travaux)";;;;;""
2000;2546;"2A";"2A258";"Renno";"2000-02-10 16:29:00";5000;2350;2400;0;;;;;;250;;"1";"Malveillance";;;;;""
2000;560;"2B";"2B207";"Penta-di-Casinca";"2000-02-10 16:45:00";70000;0;70000;;;;;;;;;"1";;;;;;""
2000;2187;"06";"06072";"Ilonse";"2000-02-10 16:52:00";2000;0;2000;;;;;;;;;"1";;;;;;""
2000;273;"34";"34016";"Aumelas";"2000-02-10 17:00:00";40000;2000;38000;;;;;;;;;"6";"Malveillance";;;;;""
2000;561;"2B";"2B079";"Castello-di-Rostino";"2000-02-10 17:26:00";500;0;500;;;;;;;;;"1";;;;;;""
2000;8781;"11";"11285";"Peyriac-de-Mer";"2000-02-10 17:29:00";20;0;20;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;1433;"04";"04182";"Saint-Julien-d'Asse";"2000-02-10 18:30:00";5000;0;5000;;;;;;;;;"1";;;;;;""
2000;2827;"07";"07331";"Vals-les-Bains";"2000-02-10 18:44:00";1500;1500;0;;;;;;;;;;"Involontaire (travaux)";;;;;""
2000;505;"66";"66119";"Mosset";"2000-02-10 18:52:00";80000;37600;38400;0;;;;;;4000;;"1";"Malveillance";;;;;""
2000;2836;"07";"07092";"Freyssenet";"2000-02-10 20:57:00";2000;0;2000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;2995;"48";"48166";"Saint-Laurent-de-Trèves";"2000-02-10 22:58:00";2500;0;2500;;;;;;;;;"1";;;;;;""
2000;520;"2B";"2B049";"Calenzana";"2000-02-11 10:27:00";10000;0;10000;;;;;;;;;"1";;;;;;""
2000;521;"2B";"2B354";"Vivario";"2000-02-11 12:46:00";5000;0;5000;;;;;;;;;"1";;;;;;""
2000;2548;"2A";"2A141";"Letia";"2000-02-11 15:07:00";4000;1880;1920;0;;;;;;200;;"3";"Involontaire (travaux)";;;;;""
2000;2897;"48";"48100";"Montbel";"2000-02-11 15:15:00";74000;0;74000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;2896;"48";"48100";"Montbel";"2000-02-11 15:15:00";40000;18800;19200;0;;;;;;2000;;;"Accidentelle";;;;;""
2000;1434;"04";"04174";"Saint-Benoît";"2000-02-11 16:07:00";1000;0;1000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;2188;"06";"06157";"Vence";"2000-02-11 21:20:00";102000;0;102000;;;;;;;;;"1";"Malveillance";;;;;""
2000;1435;"04";"04069";"Demandolx";"2000-02-12 12:22:00";90000;10000;80000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;956;"83";"83085";"La Motte";"2000-02-12 13:19:00";15000;15000;0;;;;;;;;;"5";"Involontaire (particulier)";;;;;""
2000;566;"30";"30130";"Génolhac";"2000-02-12 13:27:00";2000;0;2000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;2838;"07";"07111";"Juvinas";"2000-02-12 13:34:00";10000;0;10000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
2000;2190;"06";"06057";"L'Escarène";"2000-02-12 13:50:00";2000;0;2000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;2189;"06";"06039";"Châteauneuf-Villevieille";"2000-02-12 14:18:00";100;0;100;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;2191;"06";"06015";"Berre-les-Alpes";"2000-02-12 14:48:00";5000;0;5000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;957;"83";"83045";"Correns";"2000-02-12 14:50:00";4000;4000;0;;;;;;;;;"3";"Involontaire (travaux)";;;;;""
2000;958;"83";"83085";"La Motte";"2000-02-12 14:52:00";500;500;0;;;;;;;;;"5";"Malveillance";;;;;""
2000;2842;"07";"07178";"Pont-de-Labeaume";"2000-02-12 15:36:00";1500;0;1500;;;;;;;;;"1";;;;;;""
2000;465;"84";"84032";"Caseneuve";"2000-02-12 16:05:00";6000;0;6000;;;;;;;;;"1";;;;;;""
2000;2845;"07";"07149";"Marcols-les-Eaux";"2000-02-12 17:55:00";95000;5000;90000;;;;;;;;;"1";;;;;;""
2000;495;"13";"13007";"Auriol";"2000-02-12 18:39:00";1000;470;480;0;;;;;;50;;;;;;;;""
2000;468;"84";"84139";"Fontaine-de-Vaucluse";"2000-02-12 20:15:00";2500;0;2500;;;;;;;;;"1";;;;;;""
2000;2192;"06";"06065";"La Gaude";"2000-02-13 13:53:00";1500;0;1500;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;2996;"48";"48117";"Pourcharesses";"2000-02-13 15:15:00";62000;62000;0;;;;;;;;;"3";"Involontaire (travaux)";;;;;""
2000;522;"2B";"2B145";"Loreto-di-Casinca";"2000-02-13 15:19:00";3000;0;3000;;;;;;;;;"1";;;;;;""
2000;1436;"04";"04088";"Forcalquier";"2000-02-13 15:35:00";20000;5000;15000;;;;;;;;;"1";"Malveillance";;;;;""
2000;523;"2B";"2B246";"La Porta";"2000-02-13 15:56:00";4000;0;4000;;;;;;;;;"1";;;;;;""
2000;524;"2B";"2B051";"Cambia";"2000-02-13 17:21:00";1000;0;1000;;;;;;;;;"1";;;;;;""
2000;1350;"34";"34245";"Saint-Chinian";"2000-02-13 18:50:00";30000;0;30000;;;;;;;;;"1";;;;;;""
2000;961;"83";"83121";"Salernes";"2000-02-13 18:56:00";2500;2500;0;;;;;;;;;"4";"Involontaire (travaux)";;;;;""
2000;2199;"06";"06041";"Cipières";"2000-02-13 19:40:00";48000;48000;0;;;;;;;;;"3";"Involontaire (particulier)";;;;;""
2000;475;"84";"84036";"Châteauneuf-de-Gadagne";"2000-02-13 22:46:00";150;0;150;;;;;;;;;"1";;;;;;""
2000;983;"83";"83023";"Brignoles";"2000-02-14 13:50:00";10000;10000;0;;;;;;;;;"4";"Involontaire (travaux)";;;;;""
2000;986;"83";"83074";"La Martre";"2000-02-14 14:02:00";170000;170000;0;;;;;;;;;"4";"Malveillance";;;;;""
2000;984;"83";"83116";"Saint-Maximin-la-Sainte-Baume";"2000-02-14 14:20:00";400;400;0;;;;;;;;;"3";"Involontaire (travaux)";;;;;""
2000;981;"83";"83012";"Barjols";"2000-02-14 14:25:00";5000;5000;0;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
2000;2201;"06";"06071";"Guillaumes";"2000-02-14 15:38:00";1500;0;1500;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;2200;"06";"06060";"Falicon";"2000-02-14 17:35:00";25;0;25;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2000;3126;"13";"13040";"Fuveau";"2000-02-15 11:33:00";500;235;240;0;;;;;;25;;;"Involontaire (particulier)";;;;;""
2000;1123;"83";"83138";"Tourrettes";"2000-02-15 12:12:00";200;200;0;;;;;;;;;"3";"Involontaire (particulier)";;;;;""
2000;1437;"04";"04181";"Saint-Jeannet";"2000-02-15 13:29:00";20000;10000;10000;;;;;;;;;"1";;;;;;""
2000;3000;"48";"48168";"Saint-Léger-de-Peyre";"2000-02-15 14:00:00";400;0;400;;;;;;;;;;;;;;;""
2000;3978;"13";"13055";"Marseille";"2000-02-15 15:01:00";100;0;100;;;;;;;;;;;;;;;""
2000;1124;"83";"83072";"Lorgues";"2000-02-15 15:45:00";1000;1000;0;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
2000;1126;"83";"83095";"Pontevès";"2000-02-15 16:16:00";3000;3000;0;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
2000;307;"30";"30181";"Montmirat";"2000-02-15 16:20:00";6000;0;6000;;;;;;;;;"1";"Malveillance";;;;;""
2000;526;"2B";"2B138";"Lavatoggio";"2000-02-16 09:29:00";200;0;200;;;;;;;;;"1";;;;;;""
2000;529;"2B";"2B341";"Venaco";"2000-02-16 09:50:00";80000;0;80000;;;;;;;;;"1";;;;;;""
