"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 25067"
"Critères de sélection =>";"Date de première alerte, de : 2000-01-01 00:00:00";"Date de première alerte, jusqu'à : 2009-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2001;4673;"07";"07023";"Balazuc";"2001-08-12 20:23:00";2500;0;2500;;;;;;;;;"1";;;;;;""
2001;4786;"2B";"2B311";"Santa-Maria-Poggio";"2001-08-12 20:24:00";8000;3760;3840;0;;;;;;400;;"1";;;;;;""
2001;5202;"2A";"2A090";"Coggia";"2001-08-12 21:06:00";20;9;10;0;;;;;;1;;"1";"Accidentelle";;;;;""
2001;5771;"13";"13045";"Graveson";"2001-08-13 00:27:00";100;47;48;0;;;;;;5;;;"Malveillance";;;;;""
2001;5772;"13";"13045";"Graveson";"2001-08-13 01:10:00";100;47;48;0;;;;;;5;;;"Malveillance";;;;;""
2001;5166;"2B";"2B042";"Borgo";"2001-08-13 09:55:00";200;94;96;0;;;;;;10;;"1";;;;;;""
2001;5025;"13";"13015";"Bouc-Bel-Air";"2001-08-13 10:04:00";100;47;48;0;;;;;;5;;;"Malveillance";;;;;""
2001;5044;"83";"83056";"Figanières";"2001-08-13 10:49:00";200;200;0;;;;;;;;;"4";"Malveillance";;;;;""
2001;5203;"2A";"2A271";"Sarrola-Carcopino";"2001-08-13 11:10:00";2500;1175;1200;0;;;;;;125;;"1";;;;;;""
2001;5583;"34";"34279";"Saint-Nazaire-de-Ladarez";"2001-08-13 11:24:00";15000;15000;0;;;;;;;;;"3";"Accidentelle";;;;;""
2001;5043;"83";"83056";"Figanières";"2001-08-13 11:40:00";200;200;0;;;;;;;;;"1";"Malveillance";;;;;""
2001;5077;"07";"07073";"Le Crestet";"2001-08-13 11:41:00";100;0;100;;;;;;;;;"1";;;;;;""
2001;5078;"07";"07163";"Montselgues";"2001-08-13 14:15:00";500;0;500;;;;;;;;;"5";"Involontaire (particulier)";;;;;""
2001;5110;"13";"13112";"Velaux";"2001-08-13 14:20:00";2;1;1;0;;;;;;0;;;"Malveillance";;;;;""
2001;5079;"07";"07156";"Meyras";"2001-08-13 14:56:00";100;47;48;0;;;;;;5;;;;;;;;""
2001;5593;"06";"06120";"Saint-Étienne-de-Tinée";"2001-08-13 15:28:00";5000;0;5000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2001;5204;"2A";"2A070";"Casaglione";"2001-08-13 15:28:00";4500;2115;2160;0;;;;;;225;;"1";"Malveillance";;;;;""
2001;5080;"07";"07331";"Vals-les-Bains";"2001-08-13 15:32:00";3500;50;3450;;;;;;;;;"1";;;;;;""
2001;5042;"83";"83055";"Fayence";"2001-08-13 15:40:00";50;50;0;;;;;;;;;"4";"Malveillance";;;;;""
2001;5041;"83";"83016";"Le Beausset";"2001-08-13 16:08:00";2000;2000;0;;;;;;;;;"4";;;;;;""
2001;5167;"2B";"2B145";"Loreto-di-Casinca";"2001-08-13 16:29:00";6000;2820;2880;0;;;;;;300;;"5";"Malveillance";;;;;""
2001;5580;"06";"06136";"Sospel";"2001-08-13 16:34:00";20000;15000;5000;;;;;;;;;;;;;;;""
2001;5081;"07";"07324";"Tournon-sur-Rhône";"2001-08-13 16:46:00";7800;0;7800;;;;;;;;;"1";;;;;;""
2001;9053;"34";"34047";"Campagnan";"2001-08-13 16:50:00";200;200;0;;;;;;;;;"3";"Malveillance";;;;;""
2001;5205;"2A";"2A272";"Sartène";"2001-08-13 17:20:00";150;71;72;0;;;;;;7;;"1";"Malveillance";;;;;""
2001;5206;"2A";"2A272";"Sartène";"2001-08-13 17:30:00";30000;14100;14400;0;;;;;;1500;;"1";"Malveillance";;;;;""
2001;5168;"2B";"2B260";"Riventosa";"2001-08-13 17:31:00";10;5;5;0;;;;;;0;;"1";;;;;;""
2001;5169;"2B";"2B096";"Corte";"2001-08-13 17:42:00";50;24;24;0;;;;;;2;;;;;;;;""
2001;5040;"83";"83134";"Taradeau";"2001-08-13 22:07:00";200;200;0;;;;;;;;;"3";"Malveillance";;;;;""
2001;5035;"83";"83050";"Draguignan";"2001-08-13 23:05:00";1000;1000;0;;;;;;;;;"5";"Malveillance";;;;;""
2001;5274;"83";"83101";"Ramatuelle";"2001-08-14 00:29:00";400;400;0;;;;;;;;;"3";;;;;;""
2001;5443;"13";"13071";"Les Pennes-Mirabeau";"2001-08-14 08:13:00";600;282;288;0;;;;;;30;;;"Involontaire (travaux)";;;;;""
2001;5207;"2A";"2A004";"Ajaccio";"2001-08-14 08:23:00";100;47;48;0;;;;;;5;;"1";"Malveillance";;;;;""
2001;5174;"2B";"2B148";"Lucciana";"2001-08-14 08:30:00";100;47;48;0;;;;;;5;;;;;;;;""
2001;5175;"2B";"2B042";"Borgo";"2001-08-14 11:02:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
2001;5273;"83";"83068";"Grimaud";"2001-08-14 11:02:00";200;200;0;;;;;;;;;"1";;;;;;""
2001;5171;"2B";"2B257";"Rapale";"2001-08-14 11:05:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
2001;5208;"2A";"2A272";"Sartène";"2001-08-14 11:06:00";3000;1410;1440;0;;;;;;150;;"1";"Malveillance";;;;;""
2001;7965;"83";"83081";"Montauroux";"2001-08-14 11:13:00";5;5;0;;;;;;;;;"5";"Malveillance";;;;;""
2001;5176;"2B";"2B148";"Lucciana";"2001-08-14 11:31:00";300;141;144;0;;;;;;15;;"4";;;;;;""
2001;5173;"2B";"2B185";"Oletta";"2001-08-14 12:29:00";20000;9400;9600;0;;;;;;1000;;"5";;;;;;""
2001;5172;"2B";"2B185";"Oletta";"2001-08-14 12:29:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
2001;5177;"2B";"2B042";"Borgo";"2001-08-14 12:38:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
2001;9054;"34";"34047";"Campagnan";"2001-08-14 12:40:00";3000;0;3000;;;;;;;;;"1";;;;;;""
2001;6546;"11";"11137";"Félines-Termenès";"2001-08-14 13:15:00";250;0;250;;;;;;;;;"1";;;;;;""
2001;5209;"2A";"2A181";"Ocana";"2001-08-14 13:43:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
2001;5180;"2B";"2B140";"Lento";"2001-08-14 13:54:00";30000;14100;14400;0;;;;;;1500;;"1";"Involontaire (particulier)";;;;;""
2001;5178;"2B";"2B042";"Borgo";"2001-08-14 14:00:00";6000;2820;2880;0;;;;;;300;;;;;;;;""
2001;5592;"06";"06130";"Saint-Vallier-de-Thiey";"2001-08-14 14:54:00";300000;80000;220000;;;;;;;;;;;;;;;""
2001;8220;"2B";"2B238";"Poggio-di-Venaco";"2001-08-14 15:10:00";130000;61100;62400;0;;;;;;6500;;;"Malveillance";;;;;""
2001;8222;"2B";"2B224";"Pietracorbara";"2001-08-14 15:14:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
2001;5270;"83";"83148";"Vidauban";"2001-08-14 15:21:00";1000;1000;0;;;;;;;;;"1";"Malveillance";;;;;""
2001;5143;"34";"34291";"Saint-Vincent-d'Olargues";"2001-08-14 15:45:00";60000;60000;0;;;;;;;;;"3";"Malveillance";;;;;""
2001;5170;"2B";"2B120";"Furiani";"2001-08-14 15:47:00";60000;28200;28800;0;;;;;;3000;;"1";;;;;;""
2001;5179;"2B";"2B343";"Venzolasca";"2001-08-14 16:28:00";100;47;48;0;;;;;;5;;;;;;;;""
2001;5271;"83";"83069";"Hyères";"2001-08-14 16:35:00";1;1;0;;;;;;;;;"1";"Malveillance";;;;;""
2001;5272;"83";"83144";"La Valette-du-Var";"2001-08-14 16:51:00";3500;3500;0;;;;;;;;;"1";"Malveillance";;;;;""
2001;5581;"06";"06033";"Carros";"2001-08-14 17:00:00";20;0;20;;;;;;;;;"1";;;;;;""
2001;8221;"2B";"2B315";"Santo-Pietro-di-Venaco";"2001-08-14 17:02:00";2000;940;960;0;;;;;;100;;;"Malveillance";;;;;""
2001;5590;"06";"06028";"Caille";"2001-08-14 18:28:00";1000;0;1000;;;;;;;;;"1";;;;;;""
2001;5591;"06";"06077";"Lucéram";"2001-08-14 23:41:00";800;0;800;;;;;;;;;"1";;;;;;""
2001;5082;"07";"07310";"Savas";"2001-08-14 23:55:00";1000;1000;0;;;;;;;;;"4";;;;;;""
2001;5183;"2B";"2B320";"Tallone";"2001-08-15 06:10:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
2001;5181;"2B";"2B145";"Loreto-di-Casinca";"2001-08-15 09:32:00";3500;1645;1680;0;;;;;;175;;"5";"Malveillance";;;;;""
2001;8064;"13";"13055";"Marseille";"2001-08-15 11:35:00";3000;1410;1440;0;;;;;;150;;;;;;;;""
2001;8224;"2B";"2B292";"Sant'Andréa-di-Bozio";"2001-08-15 14:19:00";155100;72897;74448;0;;;;;;7755;;"3";;;;;;""
2001;8223;"2B";"2B335";"Valle-di-Campoloro";"2001-08-15 14:20:00";50;24;24;0;;;;;;2;;"1";;;;;;""
2001;8225;"2B";"2B105";"Erbajolo";"2001-08-15 14:49:00";8000;3760;3840;0;;;;;;400;;"1";"Malveillance";;;;;""
2001;5210;"2A";"2A004";"Ajaccio";"2001-08-15 15:06:00";3000;1410;1440;0;;;;;;150;;"1";"Accidentelle";;;;;""
2001;5083;"07";"07282";"Saint-Pierre-de-Colombier";"2001-08-15 15:47:00";400;0;400;;;;;;;;;"1";;;;;;""
2001;8747;"48";"48018";"Barjac";"2001-08-15 15:48:00";3000;1410;1440;0;;;;;;150;;;"Involontaire (travaux)";;;;;""
2001;7245;"66";"66179";"Saint-Laurent-de-Cerdans";"2001-08-15 16:31:00";15000;7050;7200;0;;;;;;750;;"5";"Malveillance";;;;;""
2001;8069;"13";"13055";"Marseille";"2001-08-15 17:07:00";4000;1880;1920;0;;;;;;200;;;;;;;;""
2001;5084;"07";"07169";"Ozon";"2001-08-15 18:42:00";300;0;300;;;;;;;;;"1";;;;;;""
2001;5112;"13";"13081";"Rognac";"2001-08-15 21:24:00";10;5;5;0;;;;;;0;;;"Malveillance";;;;;""
2001;5182;"2B";"2B290";"Speloncato";"2001-08-15 22:57:00";2000;940;960;0;;;;;;100;;"5";;;;;;""
2001;5113;"07";"07310";"Savas";"2001-08-15 23:20:00";4500;4500;0;;;;;;;;;"5";;;;;;""
2001;5452;"84";"84087";"Orange";"2001-08-15 23:47:00";300;0;300;;;;;;;;;"1";;;;;;""
2001;5415;"34";"34319";"Vailhan";"2001-08-16 07:55:00";15000;5000;10000;;;;;;;;;"1";;;;;;""
2001;5184;"2B";"2B079";"Castello-di-Rostino";"2001-08-16 10:21:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
2001;5281;"83";"83067";"Gonfaron";"2001-08-16 10:35:00";30;30;0;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2001;5433;"13";"13001";"Aix-en-Provence";"2001-08-16 12:55:00";600;282;288;0;;;;;;30;;;"Accidentelle";;;;;""
2001;5114;"07";"07304";"Salavas";"2001-08-16 14:03:00";2000;0;2000;;;;;;;;;"1";;;;;;""
2001;5185;"2B";"2B023";"Asco";"2001-08-16 14:17:00";10;0;10;;;;;;;;;"1";;;;;;""
2001;5282;"83";"83097";"Pourrières";"2001-08-16 14:23:00";200;200;0;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2001;5680;"06";"06123";"Saint-Laurent-du-Var";"2001-08-16 15:25:00";300;0;300;;;;;;;;;"1";;;;;;""
2001;5283;"83";"83087";"Nans-les-Pins";"2001-08-16 15:46:00";40;40;0;;;;;;;;;"5";"Involontaire (particulier)";;;;;""
2001;5681;"06";"06088";"Nice";"2001-08-16 16:29:00";100;0;100;;;;;;;;;"1";;;;;;""
2001;7248;"66";"66140";"Pézilla-la-Rivière";"2001-08-16 16:36:00";5000;2350;2400;0;;;;;;250;;;"Malveillance";;;;;""
2001;5211;"2A";"2A181";"Ocana";"2001-08-16 16:40:00";50000;23500;24000;0;;;;;;2500;;"1";"Malveillance";;;;;""
2001;5594;"06";"06117";"Saint-Blaise";"2001-08-16 16:40:00";50;0;50;;;;;;;;;"1";;;;;;""
2001;5584;"34";"34069";"Cazouls-lès-Béziers";"2001-08-16 17:35:00";15000;5000;10000;;;;;;;;;"1";;;;;;""
2001;7854;"2B";"2B029";"Barbaggio";"2001-08-16 17:36:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
2001;5147;"13";"13008";"Aurons";"2001-08-16 20:18:00";3000;1410;1440;0;;;;;;150;;;"Malveillance";;;;;""
2001;5432;"13";"13034";"Eygalières";"2001-08-16 22:27:00";3000;1410;1440;0;;;;;;150;;;"Accidentelle";;;;;""
2001;5212;"2A";"2A115";"Foce";"2001-08-17 00:28:00";10;5;5;0;;;;;;0;;"1";;;;;;""
2001;9066;"34";"34319";"Vailhan";"2001-08-17 02:00:00";26000;10000;16000;;;;;;;;;"1";;;;;;""
2001;5682;"06";"06147";"Tourrette-Levens";"2001-08-17 08:33:00";300;0;300;;;;;;;;;"1";;;;;;""
2001;7855;"2B";"2B314";"Santo-Pietro-di-Tenda";"2001-08-17 08:35:00";100;47;48;0;;;;;;5;;"1";;;;;;""
2001;7856;"2B";"2B314";"Santo-Pietro-di-Tenda";"2001-08-17 08:40:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
2001;7858;"2B";"2B037";"Biguglia";"2001-08-17 09:48:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
2001;7859;"2B";"2B314";"Santo-Pietro-di-Tenda";"2001-08-17 09:48:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
2001;7857;"2B";"2B260";"Riventosa";"2001-08-17 10:13:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
2001;7249;"66";"66016";"Banyuls-sur-Mer";"2001-08-17 10:54:00";40000;18800;19200;0;;;;;;2000;;"3";"Malveillance";;;;;""
2001;5213;"2A";"2A065";"Cargèse";"2001-08-17 11:00:00";200;94;96;0;;;;;;10;;"1";"Involontaire (particulier)";;;;;""
2001;5254;"83";"83010";"Bargème";"2001-08-17 12:34:00";15000;15000;0;;;;;;;;;"4";"Malveillance";;;;;""
2001;5684;"06";"06033";"Carros";"2001-08-17 12:41:00";10000;10000;0;;;;;;;;;;"Involontaire (particulier)";;;;;""
2001;5214;"2A";"2A004";"Ajaccio";"2001-08-17 13:02:00";500;235;240;0;;;;;;25;;"1";;;;;;""
2001;9067;"34";"34097";"Félines-Minervois";"2001-08-17 13:40:00";100;0;100;;;;;;;;;"1";;;;;;""
2001;5252;"83";"83090";"Ollioules";"2001-08-17 14:25:00";1000;1000;0;;;;;;;;;"4";"Malveillance";;;;;""
2001;5215;"2A";"2A004";"Ajaccio";"2001-08-17 14:38:00";50;24;24;0;;;;;;2;;"1";"Malveillance";;;;;""
2001;5216;"2A";"2A004";"Ajaccio";"2001-08-17 14:55:00";2000;940;960;0;;;;;;100;;"1";"Malveillance";;;;;""
2001;5218;"2A";"2A004";"Ajaccio";"2001-08-17 14:59:00";12000;5640;5760;0;;;;;;600;;"1";"Malveillance";;;;;""
2001;5219;"2A";"2A017";"Appietto";"2001-08-17 15:17:00";30000;14100;14400;0;;;;;;1500;;"1";"Malveillance";;;;;""
2001;5220;"2A";"2A268";"Sampolo";"2001-08-17 15:52:00";5000;2350;2400;0;;;;;;250;;"1";"Malveillance";;;;;""
2001;5221;"2A";"2A004";"Ajaccio";"2001-08-17 15:54:00";5000;2350;2400;0;;;;;;250;;"1";"Malveillance";;;;;""
2001;5683;"06";"06004";"Antibes";"2001-08-17 16:08:00";150;0;150;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2001;5686;"06";"06151";"Utelle";"2001-08-17 16:19:00";300;0;300;;;;;;;;;"1";;;;;;""
2001;5217;"2A";"2A004";"Ajaccio";"2001-08-17 16:26:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (particulier)";;;;;""
2001;5255;"83";"83141";"Trans-en-Provence";"2001-08-17 16:29:00";1000;1000;0;;;;;;;;;"4";"Malveillance";;;;;""
2001;5222;"2A";"2A271";"Sarrola-Carcopino";"2001-08-17 16:35:00";150;71;72;0;;;;;;7;;;;;;;;""
2001;5253;"83";"83090";"Ollioules";"2001-08-17 18:19:00";100;100;0;;;;;;;;;"4";"Malveillance";;;;;""
2001;5189;"07";"07058";"Chassiers";"2001-08-17 18:36:00";2000;2000;0;;;;;;;;;;;;;;;""
2001;7861;"2B";"2B314";"Santo-Pietro-di-Tenda";"2001-08-18 10:01:00";10;5;5;0;;;;;;0;;"1";;;;;;""
2001;8602;"2B";"2B314";"Santo-Pietro-di-Tenda";"2001-08-18 11:30:00";5000;2350;2400;0;;;;;;250;;"1";"Malveillance";;;;;""
2001;7860;"2B";"2B238";"Poggio-di-Venaco";"2001-08-18 11:30:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
2001;8226;"2B";"2B314";"Santo-Pietro-di-Tenda";"2001-08-18 11:30:00";5000;2350;2400;0;;;;;;250;;"1";"Malveillance";;;;;""
2001;6040;"2A";"2A211";"Petreto-Bicchisano";"2001-08-18 12:09:00";10;5;5;0;;;;;;0;;"1";"Malveillance";;;;;""
2001;6039;"2A";"2A331";"Urbalacone";"2001-08-18 12:15:00";1000;470;480;0;;;;;;50;;"1";"Malveillance";;;;;""
2001;5285;"07";"07310";"Savas";"2001-08-18 13:22:00";200400;200400;0;;;;;;;;;"4";;;;;;""
2001;6042;"2A";"2A092";"Conca";"2001-08-18 14:29:00";300;141;144;0;;;;;;15;;"1";"Naturelle";;;;;""
2001;5244;"83";"83045";"Correns";"2001-08-18 14:51:00";6000;6000;0;;;;;;;;;"4";"Naturelle";;;;;""
2001;5773;"13";"13032";"Éguilles";"2001-08-18 15:06:00";5000;2350;2400;0;;;;;;250;;;"Involontaire (particulier)";;;;;""
2001;5251;"83";"83045";"Correns";"2001-08-18 15:16:00";10;10;0;;;;;;;;;"4";"Naturelle";;;;;""
2001;5250;"83";"83143";"Le Val";"2001-08-18 17:20:00";2000;2000;0;;;;;;;;;"4";"Naturelle";;;;;""
2001;5249;"83";"83143";"Le Val";"2001-08-18 18:15:00";10;10;0;;;;;;;;;"4";"Naturelle";;;;;""
2001;5242;"07";"07328";"Vagnas";"2001-08-18 18:21:00";500;0;500;;;;;;;;;"1";;;;;;""
2001;5416;"34";"34065";"Cazedarnes";"2001-08-18 21:21:00";10000;0;10000;;;;;;;;;"1";;;;;;""
2001;6549;"11";"11006";"Albas";"2001-08-19 01:33:00";1500;0;1500;;;;;;;;;"1";"Malveillance";;;;;""
2001;6548;"11";"11152";"Fontjoncouse";"2001-08-19 01:33:00";100;0;100;;;;;;;;;"1";"Malveillance";;;;;""
2001;6547;"11";"11152";"Fontjoncouse";"2001-08-19 01:33:00";200;0;200;;;;;;;;;"1";"Malveillance";;;;;""
2001;6550;"11";"11176";"Jonquières";"2001-08-19 01:33:00";9000;0;9000;;;;;;;;;"1";"Malveillance";;;;;""
2001;6044;"2A";"2A200";"Palneca";"2001-08-19 11:10:00";100;47;48;0;;;;;;5;;;"Malveillance";;;;;""
2001;6045;"2A";"2A004";"Ajaccio";"2001-08-19 12:27:00";100;47;48;0;;;;;;5;;;;;;;;""
2001;5245;"83";"83140";"Tourves";"2001-08-19 12:35:00";10000;10000;0;;;;;;;;;"4";"Naturelle";;;;;""
2001;6046;"2A";"2A262";"Rosazia";"2001-08-19 12:50:00";17000;7990;8160;0;;;;;;850;;"4";"Malveillance";;;;;""
2001;5246;"83";"83031";"Le Cannet-des-Maures";"2001-08-19 14:35:00";200;200;0;;;;;;;;;"1";"Naturelle";;;;;""
2001;7862;"2B";"2B223";"Pietralba";"2001-08-19 17:11:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
2001;5687;"06";"06058";"Escragnolles";"2001-08-20 07:00:00";7000;0;7000;;;;;;;;;"1";"Malveillance";;;;;""
2001;5634;"83";"83101";"Ramatuelle";"2001-08-20 07:08:00";400;400;0;;;;;;;;;"4";"Malveillance";;;;;""
2001;7865;"2B";"2B148";"Lucciana";"2001-08-20 10:40:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
2001;7863;"2B";"2B148";"Lucciana";"2001-08-20 12:05:00";400;188;192;0;;;;;;20;;;;;;;;""
2001;7866;"2B";"2B165";"Moncale";"2001-08-20 12:14:00";10000;4700;4800;0;;;;;;500;;"1";"Accidentelle";;;;;""
2001;7867;"2B";"2B239";"Poggio-d'Oletta";"2001-08-20 14:00:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
2001;9307;"34";"34319";"Vailhan";"2001-08-20 15:00:00";45000;20000;25000;;;;;;;;;"3";"Malveillance";;;;;""
2001;7864;"2B";"2B343";"Venzolasca";"2001-08-20 15:56:00";500;235;240;0;;;;;;25;;;;;;;;""
2001;5430;"13";"13102";"Saint-Victoret";"2001-08-20 16:39:00";20000;9400;9600;0;;;;;;1000;;;"Malveillance";;;;;""
2001;5685;"84";"84069";"Malaucène";"2001-08-20 17:11:00";3000;0;3000;;;;;;;;;"1";;;;;;""
2001;9068;"34";"34159";"Mireval";"2001-08-20 17:30:00";1500;1500;0;;;;;;;;;"3";"Malveillance";;;;;""
2001;5633;"34";"34119";"Hérépian";"2001-08-20 17:45:00";500;0;500;;;;;;;;;"1";;;;;;""
2001;5429;"13";"13117";"Vitrolles";"2001-08-20 18:36:00";250;118;120;0;;;;;;12;;;"Malveillance";;;;;""
2001;5675;"13";"13071";"Les Pennes-Mirabeau";"2001-08-20 19:29:00";1000;470;480;0;;;;;;50;;;"Malveillance";;;;;""
2001;7869;"2B";"2B074";"Casanova";"2001-08-21 10:07:00";60000;28200;28800;0;;;;;;3000;;"1";;;;;;""
2001;7868;"2B";"2B316";"Santa-Reparata-di-Balagna";"2001-08-21 10:13:00";3000;1410;1440;0;;;;;;150;;"1";;;;;;""
2001;7870;"2B";"2B083";"Castirla";"2001-08-21 10:45:00";6000;2820;2880;0;;;;;;300;;"4";;;;;;""
2001;5900;"13";"13001";"Aix-en-Provence";"2001-08-21 11:32:00";300;141;144;0;;;;;;15;;;;;;;;""
2001;6051;"2A";"2A200";"Palneca";"2001-08-21 12:18:00";50;24;24;0;;;;;;2;;"1";"Malveillance";;;;;""
2001;6052;"2A";"2A249";"Propriano";"2001-08-21 12:31:00";150;71;72;0;;;;;;7;;"1";"Accidentelle";;;;;""
2001;6392;"11";"11099";"Conques-sur-Orbiel";"2001-08-21 13:09:00";4000;0;4000;;;;;;;;;"1";;;;;;""
2001;6053;"2A";"2A209";"Peri";"2001-08-21 13:13:00";30;14;14;0;;;;;;2;;"1";"Malveillance";;;;;""
2001;5618;"13";"13112";"Velaux";"2001-08-21 14:05:00";500;235;240;0;;;;;;25;;;"Involontaire (particulier)";;;;;""
2001;7871;"2B";"2B148";"Lucciana";"2001-08-21 14:07:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
2001;5617;"13";"13087";"Rousset";"2001-08-21 15:22:00";20;9;10;0;;;;;;1;;;"Involontaire (particulier)";;;;;""
2001;6054;"2A";"2A004";"Ajaccio";"2001-08-21 15:52:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (particulier)";;;;;""
2001;7872;"2B";"2B042";"Borgo";"2001-08-21 16:12:00";1000;470;480;0;;;;;;50;;;;;;;;""
2001;6390;"11";"11439";"Villespy";"2001-08-21 16:55:00";150;0;150;;;;;;;;;"1";"Malveillance";;;;;""
2001;5619;"13";"13015";"Bouc-Bel-Air";"2001-08-21 17:48:00";100;47;48;0;;;;;;5;;;"Malveillance";;;;;""
2001;5850;"34";"34179";"Murviel-lès-Montpellier";"2001-08-21 22:21:00";10000;10000;0;;;;;;;;;"4";"Involontaire (travaux)";;;;;""
2001;5646;"83";"83101";"Ramatuelle";"2001-08-22 04:58:00";1000;1000;0;;;;;;;;;"5";"Malveillance";;;;;""
2001;6391;"11";"11089";"Cenne-Monestiés";"2001-08-22 10:26:00";60;0;60;;;;;;;;;"1";"Malveillance";;;;;""
2001;5657;"07";"07053";"Chandolas";"2001-08-22 13:35:00";13800;13800;0;;;;;;;;;"1";;;;;;""
2001;5742;"13";"13014";"Berre-l'Étang";"2001-08-22 14:33:00";10;5;5;0;;;;;;0;;;;;;;;""
2001;7873;"2B";"2B343";"Venzolasca";"2001-08-22 14:40:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
2001;6057;"2A";"2A268";"Sampolo";"2001-08-22 15:33:00";100;47;48;0;;;;;;5;;"1";"Malveillance";;;;;""
2001;5648;"83";"83101";"Ramatuelle";"2001-08-22 15:39:00";30;30;0;;;;;;;;;"4";"Malveillance";;;;;""
2001;5688;"06";"06147";"Tourrette-Levens";"2001-08-22 15:51:00";8000;0;8000;;;;;;;;;"1";;;;;;""
2001;5741;"13";"13025";"Châteauneuf-le-Rouge";"2001-08-22 16:04:00";15000;7050;7200;0;;;;;;750;;;;;;;;""
2001;9069;"34";"34063";"Caux";"2001-08-22 18:25:00";50000;30000;20000;;;;;;;;;"1";"Malveillance";;;;;""
2001;5676;"13";"13071";"Les Pennes-Mirabeau";"2001-08-22 18:36:00";100;47;48;0;;;;;;5;;;"Malveillance";;;;;""
2001;5766;"13";"13117";"Vitrolles";"2001-08-22 19:10:00";1000;470;480;0;;;;;;50;;;"Malveillance";;;;;""
2001;5620;"13";"13051";"Lançon-Provence";"2001-08-22 20:11:00";2;1;1;0;;;;;;0;;;"Involontaire (particulier)";;;;;""
2001;7874;"2B";"2B145";"Loreto-di-Casinca";"2001-08-23 07:56:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
2001;7876;"2B";"2B242";"Poggio-Mezzana";"2001-08-23 09:05:00";2000;940;960;0;;;;;;100;;"1";"Accidentelle";;;;;""
2001;7875;"2B";"2B221";"Piedipartino";"2001-08-23 10:02:00";15000;7050;7200;0;;;;;;750;;"3";;;;;;""
2001;7877;"2B";"2B335";"Valle-di-Campoloro";"2001-08-23 10:44:00";400;188;192;0;;;;;;20;;"5";;;;;;""
2001;6058;"2A";"2A001";"Afa";"2001-08-23 10:51:00";3500;1645;1680;0;;;;;;175;;"1";"Malveillance";;;;;""
2001;6059;"2A";"2A032";"Bastelicaccia";"2001-08-23 11:14:00";15000;7050;7200;0;;;;;;750;;"1";"Malveillance";;;;;""
2001;6060;"2A";"2A103";"Cuttoli-Corticchiato";"2001-08-23 11:23:00";1000;470;480;0;;;;;;50;;"1";"Malveillance";;;;;""
2001;7878;"2B";"2B185";"Oletta";"2001-08-23 11:56:00";10000;4700;4800;0;;;;;;500;;"3";;;;;;""
2001;6063;"2A";"2A139";"Lecci";"2001-08-23 11:58:00";145000;68150;69600;0;;;;;;7250;;"1";"Accidentelle";;;;;""
2001;7882;"2B";"2B185";"Oletta";"2001-08-23 11:58:00";10000;4700;4800;0;;;;;;500;;"1";"Malveillance";;;;;""
2001;7879;"2B";"2B143";"Linguizzetta";"2001-08-23 12:10:00";2000;940;960;0;;;;;;100;;;;;;;;""
2001;6064;"2A";"2A330";"Ucciani";"2001-08-23 12:29:00";1000000;470000;480000;0;;;;;;50000;;"1";"Malveillance";;;;;""
